%;PORCENTAGEM
LEVANTANDO;LEVANTAR
LEVARMOS;LEVAR
LEVEZA;LEVE
LIBANÊSA;LIBANÊS
LIBERADA;LIBERADO
LIBERALISMO;LIBERAL
LIBERAR;LIVRE
LIBERTO;LIVRE
LICENCIADA;LICENCIADO
LÍCITO;LEGAL
LIDA;TRABALHAR
LIDANDO;LIDAR
LÍDER;CHEFE
LIDERA;LIDERAR
LIDERADA;LIDERAR
LIDERADO;LIDERAR
LIDERANÇA;CHEFE
LIDERANDO;LIDERAR
LIDERAR;COMANDAR
LIGA;GRUPO
LIGAÇÃO;CONTATO
LIGADA;LIGAR
LIGADO;LIGAR
LIGANDO;LIGAR
LIGEIRO;RÁPIDA
LIMA;LARANJA
LÍMBICA;LÍMBICO
LIMITADA;LIMITADO
LIMITANDO;LIMITAR
LIMPAR;LIMPO
LIMPEZA;LIMPO
LINGERIE;CALCINHA
LINGUÍSTA;PESQUISAR_LINGUÍSTICA
LINGUÍSTICO;LINGUÍSTICA
LINHAGEM;FAMÍLIA
LINHAS;LINHA
LINKS;LINK
LIQUEFAZER;DERRETER
LIQUEFEITO;DERRETER
LÍQUIDA;LÍQUIDO
LISA;LISO
LISTA;LISTAR
LISTADA;LISTADO
LISTAGEM;LISTAR
LISURA;LISO
LIVRAR;LIVRE
LOCAÇÃO;ALUGAR
LOCAIS;LOCAL
LOCALIDADE;LOCAL
LOCALIDADES;LOCAL
LOCALIZADA;LOCALIZAR
LOCALIZADO;LOCALIZAR
LOCALIZANDO;LOCALIZAR
LOCAR;ALUGAR
LOCOMOTIVA;TREM
LOCUÇÃO;FRASE
LODAÇAL;LAMA
LODO;LAMA
LOGADA;LOGADO
LÓGICA;LÓGICO
LOGO;RÁPIDO
LOGRADO;ENGANADO
LOGRAR;CONSEGUIR
LOGRO;ENGANADO
LONGAS;COMPRIDO
LONGÍNQUA;LONGE
LONGÍNQUO;DISTÂNCIA
LONGO;COMPRIDO
LOROTA;MENTIRA
LOROTEIRO;MENTIRA
LOTO;LOTERIA
LOTUS;FLOR
LOUCURA;DOIDO
LOURO;LOIRO
LOUVADO;LOUVAR
LOUVOR;ALELUIA
LÚCIFER;DIABO
LUCRATIVO;LUCRAR
LUCRO;LUCRAR
LUDIBRIADO;ENGANADO
LUDIBRIAR;ENGANADO
LUGAR;LOCAL
LUGAREJO;LOCAL
LUGAREJOS;LOCAL
LUGARES;LOCAL
LULA;POLVO
LUMINÁRIA;ABAJUR
LUMINESCÊNCIA;CLARO
LUMINOSO;CLARO
LUNAR;LUA
LUSITANO;PORTUGAL
LUSTROSA;LUSTROSO
LUTA;LUTAR
LUTADO;LUTAR
LUTADOR;LUTAR
LUTANDO;LUTAR
LUXO;POMPA
LUZIR;BRILHO
MACARRONADA;MACARRÃO
MACERADA;MACERADO
MACERAM;MACERAR
MACHO;HOMEM
MACHUCADURA;MACHUCADO
MACHUCAR;MACHUCADO
MACHUCHO;CHUCHU
MACIEIRA;ÁRVORE
MACIEZ;MACIO
MACONHEIRO;MACONHA
MÁCULA;MANCHA
MADEIRO;MADEIRA
MADRE;FREIRA
MAGA;BRUXA
MAGAZINE;LOJA
MAGIA;MÁGICA
MÁGICO;HOMEM_MÁGICA
MAGNÉTICO;IMÃ
MAGNETISMO;IMÃ
MAGNETO;IMÃ
MAGO;MÁGICO
MAGOADO;MÁGOA
MAGOAR;MÁGOA
MAGRELO;MAGRO
MAGREZA;MAGRO
MAGRICELA;MAGRO
MAGRINHA;MAGRINHO
MALDADE;MALVADO
MALEÁVEL;FLEXÍVEL
MALEVOLENTE;MAU
MALÉVOLO;MAU
MALFORMAÇÃO;DEFORMADO
MALÍCIA;ESPERTO
MALICIOSA;MALICIOSO
MALIGNO;MAU
MALÍSSIMO;RUIM
MALOCA;FAVELA
MALOQUEIRO;FAVELA
MALQUERÊNCA;INIMIGO
MALQUISTADO;INIMIGO
MALQUISTO;INIMIGO
MALUCA;LOUCO
MALUCO;DOIDO
MALVADA;MALVADO
MALVADEZA;MALVADO
MALVADO;MAU
MAMÃE;MÃE
MAMAR;AMAMENTAR
MAMÍFEROS;MAMÍFERO
MAMOEIRO;MAMÃO
MANA;IRMÃ
MANANCIAL;NASCENTE
MANAR;ESPALHAR
MANCADA;ERRADO
MANCO;MANCAR
MANDADO;MANDAR
MANDÍBULAS;MANDÍBULA
MANDIOCA;MACAXEIRA
MANDO;MANDAR
MANEIRA;JEITO
MANHA;ESPERTO
MANHOSO;MANHA
MANIFESTADA;MANIFESTADO
MANIFESTANDO;MANIFESTAR
MANIPULADA;MANIPULAR
MANIPULADO;MANIPULAR
MANIPULANDO;MANIPULAR
MANO;IRMÃO
MANQUEJAR;MANCAR
MANTA;COBERTOR
MANTE;MANTAR
MANTENDO;MANTER
MANTER;CONSERVAR
MANTIDA;MANTER
MANTIDO;MANTER
MANTIMENTO;COMER
MANUFATURA;FÁBRICA
MANUFATURAR;FÁBRICA
MAPEADA;MAPEADO
MAQUIAGEM;COSMÉTICO
MAQUIAR;COSMÉTICO
MAQUILAGEM;COSMÉTICO
MAQUILAR;COSMÉTICO
MAQUINÁRIO;MÁQUINA
MARAVILHA;MARAVILHOSO
MARCA;TIPO
MARCADA;MARCAR
MARCADO;MARCAR
MARCANDO;MARCAR
MARCANTE;INESQUECÍVEL
MARGARIDA;FLOR
MARRECO;PATO
MARSUPIAL;CANGURU
MARTELADA;MARTELAR
MARTELANDO;MARTELAR
MARTELO;MARTELAR
MARTÍRIO;SOFRER
MARUJO;MARINHEIRO
MASCARA;MASCARAR
MASCARADO;MÁSCARA
MASCULINIDADE;HOMEM
MASCULINO;HOMEM
MÁSCULO;HOMEM
MASSACRADA;MASSACRADO
MASSAGEAR;MASSAGEM
MASSAGISTA;MASSAGEM
MASSIVA;MASSIVO
MASTIGAÇÃO;MASTIGAR
MASTIGADA;MASTIGADO
MASTIGÁVEL;MASTIGAR
MASTURBAÇÃO;MASTURBAR
MATA;FLORESTA
MATAGAL;MATO
MATANDO;MATAR
MATÉRIA;DISCIPLINA
MATERNA;MATERNO
MATERNIDADE;HOSPITAL
MATREIRO;MANHA
MATRIMÔNIO;CASAMENTO
MATUTO;HOMEM_ENXADA
MAXIMIZADO;MAXIMIZAR
ME;MEU
MECÂNICA;MECÂNICO
MECANISMO;MÁQUINA
MECANIZADA;MECANIZADO
MEDIA;MEDIAR
MEDIADOR;ACONSELHAR
MEDIANDO;MEDIAR
MEDICA;MEDICAR
MEDICAMENTO;REMÉDIO
MEDICINAL;MEDICINA
MÉDICO;HOMEM_MEDICINA
MEDIDA;MEDIDO
MEDIDA;MEDIR
MEDITAÇÃO;MEDITAR
MEDONHO;HORRÍVEL
MEDROSO;MEDROSO
MEGAFONO;MEGAFONE
MEIGA;CARINHO
MEIGO;CARINHO
MEIGUICE;CARINHO
MELANCÓLICO;TRISTE
MELHORA;MELHORAR
MELHORADA;MELHORADO
MELHORAMENTO;MELHORAR
MELHORANDO;MELHORAR
MELHORIA;MELHORAR
MELIANTE;LADRÃO
MELODIA;MÚSICA
MENCIONADA;MENCIONADO
MENCIONANDO;MENCIONAR
MENDICANTE;MENDIGO
MENDIGAR;ESMOLAR
MENINA;MULHER
MENINO;HOMEM
MENOR;PEQUENO
MENORREIA;MENSTRUAR
MENOSPREZADO;DESPREZADO
MENOSPREZAR;DESPREZAR
MENSTRUAÇÃO;MENSTRUAR
MENSURAR;MEDIR
MENTA;HORTELÃ
MENTALIDADE;MENTE
MENTIR;MENTIRA
MENTIROSO;MENTIRA
MENU;CARDÁPIO
MERAMENTE;SOZINHO
MERCANTIL;ECONOMIA
MERCEARIA;LOJA
MERENDA;LANCHE
MERENDAR;LANCHE
MERETRIZ;PROSTITUTA
MERGULHADOR;MERGULHAR
MERGULHO;MERGULHAR
MESMA;MESMA
MESMOS;IGUAL
MESQUINHEZ;AVARENTO
MESQUINHO;AVARENTO
MESTRANDA;MESTRANDO
METÁLICA;METÁLICO
METAMORFOSE;MUDAR
METEOROLÓGICA;METEOROLÓGICO
METIDO;ARROGANTE
METROLÓGICA;METROLÓGICO
MEU;MEU
MEXERICA;TANGERINA
MEXERICO;FOFOCAR
MEXERIQUEIRO;FOFOQUEIRO
MEXIDO;MEXER
MICO;SAGUI
MIGALHAR;MIGALHA
MIGRAR;VIAJAR
MILHARAL;MILHO
MIM;MEU
MIM;MEU
MINEIRA;MINEIRO
MINGUAR;FALTAR
MINHA;MEU
MINIATURA;PEQUENO
MINIMIZAÇÃO;MINIMIZAR
MINORAR;ALIVIAR
MINORITÁRIA;MINORITÁRIO
MINUCIOSO;MINUCIOSAMENTE
MÍOPE;MIOPIA
MIRA;ALVO
MIRAR;VER
MIRIÁPODES;MIRIÁPODE
MISCELÂNEA;MISTURAR
MISERÁVEL;AVARENTO
MISSIVA;CARTA
MISTO;MISTURAR
MISTURA;MISTURAR
MISTURADO;MISTURAR
MITO;HISTÓRIA
MITOLOGIA;HISTÓRIA
MITOLÓGICO;HISTÓRIA
MIXADO;MISTURAR
MIXAGEM;MISTURAR
MIXAR;MISTURAR
MOBILIZADA;MOBILIZADO
MOÇA;MULHER
MOCIDADE;JOVEM
MOÇO;HOMEM
MODERNA;MODERNO
MODERNAS;MODERNO
MODERNIZADA;MODERNIZADO
MODIFICAR;MUDAR
MODO;JEITO
MODULO;MODULAR
MOER;TRITURAR
MOFADO;MOFO
MOFAR;MOFO
MOITA;MATO
MOITE;MOITAR
MOLDURA;QUADRO
MOLDURAR;QUADRO
MOLÉSTIA;DOENTE
MOLEZA;PREGIÇOSO
MOLHADO;MOLHAR
MOLUSCOS;MOLUSCO
MONARCA;REI
MONASTÉRIO;CONVENTO
MONETÁRIA;MONETÁRIO
MONITORA;MONITORAR
MONJA;FREIRA
MONOPOLIZADA;MONOPOLIZADO
MONTADA;MONTADO
MONTADORA;MONTADOR
MONTANDO;MONTAR
MONTANHA;COLINA
MONTAR;CAVALGAR
MONTE;MONTANHA
MONTES;MONTE
MORADA;CASA
MORADIA;CASA
MORANDO;MORAR
MORANGA;ABÓBORA
MORAR;CASA
MÓRBIDA;MÓRBIDO
MORDEDURA;MORDER
MORDENDO;MORDER
MORDIDA;MORDER
MORFEIA;LEPRA
MORFOLÓGICA;MORFOLÓGICO
MORNO;TÉPIDO
MOROSIDADE;DEVAGAR
MOROSO;DEVAGAR
MORRENDO;MORRER
MORTA;MORTO
MORTE;MORRER
MORTO;MORRER
MOSQUETE;ESPINGARDA
MOSQUETEIRO;CORTINA
MOSQUITO;MURIÇOCA
MOSTEIRO;CONVENTO
MOSTRA;MOSTRAR
MOSTRADA;MOSTRADO
MOSTRANDO;MOSTRAR
MOSTRAR;APRESENTAR
MOTIVADA;MOTIVADO
MOTIVOS;MOTIVO
MOTOCICLETA;MOTO
MOTOCICLISTA;MOTO
MOTOQUEIRO;MOTO
MOVIDA;MOVIDO
MOVIMENTANDO;MOVIMENTAR
MUÇULMANA;MUÇULMANO
MUDA;MUDAR
MUDADA;MUDADO
MUDANÇA;MUDAR
MUDANDO;MUDAR
MUDARMOS;MUDAR
MUDEZ;MUDO
MUDO;CALADO
MUGIDO;MUGIR
MUITA;MUITO
MUITOS;MUITO
MULA;BURRO
MULTICOLORIDO;COLORIDO
MULTICOR;COLORIDO
MÚLTIPLA;MÚLTIPLO
MÚLTIPLA;VÁRIAS
MULTIPLICAÇÃO;MULTIPLICAR
MULTIPLICADA;MULTIPLICADO
MÚMIA;CADAVER
MUNDIAL;MUNDO
MUNHECA;PULSO
MUNICÍPIO;CIDADE
MUNICÍPIO;CIDADE
MUNIR;SERVIR
MURADA;MURO
MURALHA;MURO
MURCHO;MURCHAR
MURMURAR;COCHICHAR
MURRO;GOLPEAR
MUSICAL;MÚSICA
MUSICALIDADE;MÚSICA
MUTILADO;AMPUTAR
MUTISMO;MUDO
MÚTUA;MÚTUO
NAÇÃO;PAÍS
NAÇÕES;PAÍS
NADADOR;NADAR
NADANDO;NADAR
NÁDEGA;BUNDA
NAMORADA;NAMORADO
NAMORICO;NAMORAR
NAMORO;NAMORAR
NAQUELE;NAQUELA
NAQUILO;NAQUELA
NARRATIVA;NARRAÇÃO
NASAL;NARIZ
NASCENÇA;NASCER
NASCIDO;NASCER
NASCIMENTO;NASCER
NATALINO;NATAL
NÁU;NAVIO
NAUSEABUNDO;NÁUSEA
NAUSEADO;NÁUSEA
NAUSEENTO;NÁUSEA
NEBULOSIDADE;NEBLINA
NEBULOSO;NUBLADO
NECESSÁRIA;NECESSÁRIO
NECESSÁRIO;PRECISAR
NECESSIDADE;PRECISAR
NECESSITAR;PRECISAR
NECRÓPOLE;CEMITÉRIO
NECRÓPSIA;AUTÓPSIA
NEFASTA;NEFASTO
NEFASTO;MAU
NEGAÇÃO;NÃO
NEGATIVA;NÃO
NEGLIGÊNCIA;NEGLIGENTE
NEGLIGENCIAR;NEGLIGENTE
NEGOCIANDO;NEGOCIAR
NEGOCIANTE;NEGOCIAR
NEGÓCIO;COMÉRCIO
NEGOCIO;NEGOCIAR
NEGRA;NEGRO
NEGRO;PRETO
NEGRUME;ESCURO
NELA;NELE
NELAS;NELE
NELES;NELE
NENÊ;BEBÊ
NENÉM;BEBÊ
NENHUM;NADA
NENHUMA;NENHUM
NEONATO;BEBÊ
NERVOSISMO;NERVOSO
NESSA;NESSE
NESTA;NESTE
NÉVOA;NEBLINA
NINAR;BEBÊ
NIPÔNICO;JAPÃO
NISSO;NESSE
NÍTIDA;NÍTIDO
NOÇÃO;CONHECER
NOCIVO;PERIGOSO
NÓDOA;MANCHA
NOIVADO;NOIVAR
NÔMADE;CIGANO
NORMA;REGRA
NORMALIDADE;NORMAL
NORTUNA;NORTUNO
NOSSA;NOSSO
NOSSOS;NOSSO
NOSTALGIA;SAUDADE
NOSTÁLGICO;SAUDADE
NOTADA;NOTADO
NOTAR;PERCEBER
NOTÁVEL;ESPECIAL
NOTÍCIA;AVISAR
NOTICIADA;NOTICIADO
NOTICIAR;AVISAR
NOTICIÁRIO;TELEJORNAL
NOTORIEDADE;NOTÓRIO
NOTURNO;NOITE
NOVA;NOVO
NOVATA;NOVATO
NOZES;NOZ
NUA;NÚ
NUBENTE;CASADO
NUDEZ;NU
NULA;NULO
NULIFICADO;CANCELAR
NUMA;NUM
NUMERO;NUMERAR
NUMEROSO;MUITO
NÚPCIAS;CASAMENTO
OBEDECENDO;OBEDECER
OBEDIÊNCIA;OBEDECER
OBEDIENTE;OBEDECER
OBESIDADE;OBESO
OBJEÇÃO;CONTRA
OBJETIVA;OBJETIVAR
OBREIRO;TRABALHAR
OBRIGADO;OBRIGADA
OBRIGAR;IMPOR
OBRIGATORIEDADE;OBRIGAÇÃO
OBRIGATÓRIO;OBRIGAÇÃO
OBSCURECIDA;OBSCURECIDO
OBSCURO;ESCURO
OBSERVADA;OBSERVADO
OBSERVANDO;OBSERVAR
OBSERVAR;VER
OBSERVAREM;OBSERVAR
OBSERVAVARMOS;OBSERVAR
OBSTÁCULO;BARREIRA
OBSTINAÇÃO;INSISTIR
OBSTINADO;INSISTIR
OBTIDA;OBTER
OBTIDO;OBTER
OCASO;POENTE
OCEANO;MAR
ÓCIO;FOLGA
OCIOSIDADE;PREGIÇOSO
OCO;VAZIO
OCORRENDO;OCORRER
OCORRER;ACONTECER
OCORRIDO;OCORRER
OCULISTA;OFTAMOLOGISTA
OCULTAR;ESCONDER
OCULTO;ESCONDER
OCUPAÇÃO;PROFISSÃO
OCUPADA;OCUPADO
OCUPANDO;OCUPAR
OCUPARAM;OCUPAR
ODIAR;RAIVA
ODONTOLOGIA;DENTISTA
ODONTOLÓGICO;DENTISTA
ODONTOLOGISTA;DENTISTA
ODOR;CHEIRO
ODORÍFICO;CHEIRO
OFENDIDO;OFENDER
OFENSA;OFENDER
OFERECENDO;OFERECER
OFERECIDA;OFERECIDO
OFERECIMENTO;DAR
OFERENDA;DAR
OFERTAR;DAR
OFICIAL;ORIGINAL
OFICIALIZADA;OFICIALIZADO
OLEOSIDADE;ÓLEO
OLEOSO;ÓLEO
OLFAÇÃO;CHEIROSO
OLHA;OLHAR
OLHADOA;OLHADO
OLHANDO;OLHAR
OLHAR;VER
OLHAREM;OLHAR
OLHE;OLHAR
OLÍMPICA;OLIMPÍADAS
OLÍMPICO;OLIMPÍADAS
OLIVA;AZEITONA
OLOR;CHEIRO
OLVIDAR;ESQUECER
OMISSA;OMISSA
ONANISMO;MASTURBAR
ONDULAÇÃO;ONDA
ONDULADO;ONDULAR
OPÇÃO;ESCOLHER
OPERA;OPERAR
OPERAÇÃO;OPERAR
OPERADO;OPERAR
OPERADORA;OPERADOR
OPERANDO;OPERAR
OPERÁRIA;TRABALHAR
OPINAR;OPINIÃO
ÓPIO;DROGA
OPONENTE;COMPETIR
OPORTUNA;OPORTUNO
OPOSIÇÃO;CONTRA
OPOSITORA;OPOSITOR
OPRESSIVA;OPRESSIVO
OPRIMIDA;OPRIMIDO
OPTAR;ESCOLHER
ÓPTICA;ÓPTICO
ORANGOTANGO;MACACO
ORAR;ORAÇÃO
ORCA;BALEIA
ORÇAMENTÁRIO;ORÇAMENTÁRIA
ORDENADA;ORDENAR
ORDENADO;SALÁRIO
ORDENAR;MANDAR
ORGÂNICA;ORGÂNICO
ORGANISMOS;ORGANISMO
ORGANIZAÇÃO;ORGANIZAR
ORGANIZADA;ORGANIZAR
ORGANIZANDO;ORGANIZAR
ORGANIZADA;ORGANIZADO
ORGULHOSO;ORGULHO
ORIENTAÇÃO;ACONSELHAR
ORIENTADA;ORIENTAR
ORIENTADO;ACONSELHAR
ORIENTADOR;ACONSELHAR
ORIENTAL;JAPÃO
ORIENTANDO;ORIENTAR
ORIENTAR;ACONSELHAR
ORIFÍCIO;FURAR
ORIGINADA;ORIGINADO
ORIGINAR;COMEÇAR
ORIGINÁRIA;ORIGINÁRIO
ORTODONTIA;DENTISTA
ORTODONTISTA;DENTISTA
OSSADA;CAVEIRA
OSSATURA;ESQUELETO
ÓTIMO;BOM
OUSADO;OUSADIA
OUTEIRO;COLINA
OUTRAS;OUTRO
OUTRORA;PASSADO
OUTROSSIM;TAMBÉM
OUVE;OUVIR
OUVI;OUVIR
OUVIDA;OUVIDO
OUVINTE;OUVIR
OVALADO;OVAL
OVIFORME;OVAL
OVÓIDE;OVAL
PACATO;MANSO
PACIENTE;PACIÊNCIA
PACIFICO;PACIFICAR
PACTO;COMBINAR
PACTUAR;COMBINAR
PADECER;SOFRER
PADECIMENTO;SOFRER
PADRÃO;PADRONIZAR
PADRONIZAÇÃO;IGUALDADE
PADRONIZADA;PADRONIZADO
PADRONIZAR;IGUALDADE
PAGA;PAGAR
PAGANDO;PAGAR
PAGO;PAGAR
PALESTRA;SEMINÁRIO
PALMAS;APLAUDIR
PALPITAÇÃO;PALPITAR
PANÇA;BARRIGA
PANCADA;GOLPEAR
PANIFICAÇÃO;PADARIA
PANIFICADORA;PADARIA
PANORÂMICA;PANORÂMICO
PANTOMIMA;MÍMICA
PAPA;MINGAU
PAPAI;PAI
PAPAIA;MAMÃO
PAPAR;COMER
PAPELÃO;PAPEL
PAPOS;PAPO
PAQUERAÇÃO;PAQUERAR
PAQUERADOR;PAQUERAR
PAQUIDERME;ELEFANTE
PARABÉM;PARABÉNS
PARABENIZÁ;PARABENIZAR
PARABENIZAR;PARABÉNS
PARADA;PARADO
PARALELAMENTE;PARALELO
PARALELEPÍPEDO;PEDRA
PARAPLÉGICO;PARALÍTICO
PARAQUEDISMO;PARAQUEDAS
PARAQUEDISTA;PARAQUEDAS
PARA-SOL;GUARDA-SOL
PARCEIRA;PARCEIRO
PARCELA;PARTE
PARCELAR;DIVISÃO
PARE;PARAR
PARECENDO;PARECER
PARECIDA;PARECIDO
PAREDÃO;PAREDE
PARENTE;FAMÍLIA
PARENTESCO;FAMÍLIA
PARÊNTESE;PARÊNTESES
PARÊNTESIS;PARÊNTESES
PARIDADE;IGUALDADE
PARLAMENTAR;POLÍTICO
PÁROCO;PADRE
PARODIA;PARODIAR
PARTICIPAÇÃO;PARTICIPAR
PARTICIPADO;PARTICIPAR
PARTICIPANDO;PARTICIPAR
PARTIDÁRIA;PARTIDÁRIO
PARVO;BOBO
PASMAR;ADMIRAR
PASSA;PASSAR
PASSADA;PASSADO
PASSANDO;PASSAR
PASSAREM;PASSAR
PASSARINHO;PÁSSARO
PASSEIO;PASSEAR
PASSIVA;PASSIVO
PASTAGEM;CAMPO
PASTO;CAMPO
PATENTEADA;PATENTEADO
PATENTEANDO;PATENTEAR
PATIFARIA;ENGANAR
PATIM;PATINS
PATINAÇÃO;PATINAR
PATINAGEM;PATINAR
PÁTRIA;PAÍS
PAU;MADEIRA
PAULISTANA;PAULISTANO
PAVIMENTO;PISO
PECADOR;PECADO
PEÇO;PEDIR
PEÇONHA;VENENO
PECULIAR;ESPECIAL
PEDAÇO;PARTE
PEDAGOGA;PEDAGOGO
PEDAGÓGICA;PEDAGÓGICO
PEDAGÓGICO;PEDAGOGIA
PEDAGOGO;PROFESSOR
PEDALAR;BICICLETA
PEDERASTA;HOMOSSEXUAL
PEDICURE;PEDICURO
PEDIDO;PEDIR
PEDINDO;PEDIR
PEDINTE;MENDIGO
PEDREGULHO;PEDRA
PEGA;PEGAR
PEGANDO;PEGAR
PEGAREM;PEGAR
PEGARMOS;PEGAR
PEGO;PEGAR
PEITO;MAMA
PEIXEIRA;FACA
PELADO;NU
PELAGEM;PELO
PELEJAR;LUTAR
PELOTA;BOLA
PENALIDADE;MULTA
PENDÃO;BANDEIRA
PENDENTE;SUSPENDER
PEN-DRIVE;PENDRIVE
PENDURAR;SUSPENDER
PENEIRANDO;PENEIRAR
PENEIRAR;PENEIRA
PENETRAR;ENTRAR
PENHA;PEDRA
PENITENCIÁRIA;CADEIA
PENITENTE;PENITÊNCIA
PENOSO;DIFÍCIL
PENSADA;PENSADO
PENSADORA;PENSADOR
PENSAMENTO;PENSAR
PENSANDO;PENSAR
PENSÃO;HOTEL
PENSARMOS;PENSAR
PENSO;PENSAR
PEQUENA;PEQUENO
PEQUENININHA;PEQUENININHO
PER;POR
PERCEBEREM;PERCEBER
PERCEBERMOS;PERCEBER
PERCEBIDA;PERCEBIDO
PERCENTAGEM;PORCENTAGEM
PERCENTUAL;PORCENTAGEM
PERCORRER;CORRER
PERCURSO;CAMINHO
PERCUSSÃO;BATERIA
PERDA;PERDER
PERDÃO;PERDOAR
PERDENDO;PERDER
PERDEREM;PERDER
PERDIDO;PERDER
PERDURAR;CONTINUAR
PERENE;ETERNO
PERFEIÇÃO;PERFEITO
PERFEITA;PERFEITO
PÉRFIDO;FALSO
PERFUMADO;CHEIROSO
PERFURAÇÃO;FURAR
PERFURADORA;FURADEIRA
PERFURAR;FURAR
PERFURATRIZ;FURADEIRA
PERGUNTA;PERGUNTAR
PERGUNTADO;PERGUNTAR
PERGUNTANDO;PERGUNTAR
PERIFÉRICA;PERIFÉRICO
PERIGO;PERIGOSO
PERIÓDICO;JORNAL
PERÍODO;PASSADO
PERMANECER;CONTINUAR
PERMISSÃO;LIVRE
PERMITA;PERMITIR
PERMITIDO;LIVRE
PERMITINDO;PERMITIR
PERNAMBUCANA;PERNAMBUCANO
PERNICIOSO;MAU
PERNÓSTICO;METIDO
PERPASSA;PERPASSAR
PERPÉTUA;PERPÉTUO
PERPÉTUO;ETERNO
PERPLEXIDADE;SURPRESO
PERPLEXO;ESPANTADO
PERSEGUIR;SEGUIR
PERSONALIZADA;PERSONALIZADO
PERSPICÁCIA;INTELIGENTE
PERSPICAZ;INTELIGENTE
PERSUADIR;CONVENCER
PERTENCER-ME;PRÓPRIO
PERTENCER-NOS;PRÓPRIO
PERTINAZ;TEIMOSO
PERTINENTE;ESPECÍFICO
PERTURBATIVO;PERTURBAR
PERVERSA;PERVERSO
PERVERSÃO;RUIM
PERVERSIDADE;MALVADO
PERVERTER;RUIM
PERVERTIDO;RUIM
PESADA;PESADO
PESANDO;PESAR
PESAR;PESO
PESCA;PESCAR
PESCARIA;PESCAR
PESQUISADOR;PESQUISA
PESQUISADORA;PESQUISA
PESQUISAR;PESQUISA
PESSOAL;PARTICULAR
PESTANA;CÍLIO
PESTE;EPIDEMIA
PÉTALA;FLOR
PETISCO;PETISCAR
PICADEIRO;PALCO
PICADURA;PICAR
PICANTE;PIMENTA
PIGMENTO;COLORIDO
PILEQUE;BÊBADO
PÍLULA;REMÉDIO
PINÇAR;PINÇA
PINCELAR;PINTAR
PINGA;AGUARDENTE
PINGO;PINGAR
PINHA;FRUTA-DO-CONDE
PINTADA;PINTADO
PIONEIRA;PIONEIRO
PIOR;PÉSSIMO
PIORA;PIORAR
PIRADO;LOUCO
PISADURA;MACHUCADO
PISTOLA;ATIRAR
PITON;COBRA
PITÚ;CAMARÃO
PIXAINHO;PIXAIM
PLAGIADA;PLAGIADO
PLAGIANDO;PLAGIAR
PLAGIO;PLAGIAR
PLANADOR;AVIÃO
PLANEJADA;PLANEJADO
PLANEJAMENTO;PLANEJAR
PLANETA;MUNDO
PLANOS;PLANO
PLANTANDO;PLANTAR
PLAUSÍVEL;CAPACIDADE
PLENO;CHEIO
PÓ;POEIRA
PODENDO;PODER
PODEREM;PODER
PODERIA;PODER
PODERMOS;PODER
PODRIDÃO;PODRE
POESIA;POEMA
POLARIZADORES;POLARIZADOR
POLÊMICOS;POLÊMICO
POLICIA;POLICIAR
POLICIAL;POLÍCIA
POLICIAMENTO;POLÍCIA
POLIDEZ;EDUCADO
POLIDO;EDUCADO
POLIMENTO;LUSTRAR
POLIR;LUSTRAR
POLÍTICA;POLÍTICO
POLÍTICO;POLÍTICO
POLUÍ;POLUIR
POMBAL;POMBO
PONTILHADA;PONTILHADO
PONTUALIDADE;PONTUAL
POPULAÇÃO;SOCIEDADE
POPULAR;FAMOSO
POPULARIDADE;FAMOSO
POR;COLOCAR
PORÇÃO;PARTE
PORCELANA;LOUÇA
PORCENTUAL;PORCENTAGEM
PORÉM;MAS
PORNOGRÁFICO;SAFADO
PORTADORA;PORTADOR
PORTAL;PORTÃO
PORTANTO;MOTIVO
PORTAR;TER
PORTA-RETRATOS;PORTA-RETRATO
PORTARIA;ENTRADA
PORTE;POSTURA
PORTIFÓLIO;ÁLBUM
PORTUGUÊS;PORTUGAL
PORVENTURA;TALVEZ
PORVIR;AMANHÃ
PÓS;DEPOIS
PÓS-GRADUAÇÃO;ESPECIALIZAÇÃO
POSICIONADA;POSICIONADO
POSITIVA;POSITIVO
POSPOR;ADIAR
POSPOSIÇÃO;ADIAR
POSPOSTO;ADIAR
PÓSSAMOS;PODER
POSSEIRA;POSSEIRO
POSSIBILIDADE;POSSÍVEL
POSSIBILIDADES;POSSIBILIDADE
POSSIBILITADA;POSSIBILITADO
POSSIBILITANDO;POSSIBILITAR
POSSUÍ;POSSUIR
POSSUIDOR;DIRETOR
POSSUIR;TER
PÔSTER;CARTAZ
POSTERGADO;ADIAR
POSTERGAR;ADIAR
POSTERIOR;DEPOIS
POSTERIORI;DEPOIS
POSTERIORMENTE;DEPOIS
PÓSTICO;ERRADO
POTENCIAL;CAPACIDADE
POTRANCA;CAVALO
POTRO;CAVALO
POUCA;POUCO
POUPAR;ECONOMIZAR
POUSADA;HOTEL
POVARÉU;MULTIDÃO
POVO;SOCIEDADE
POVOA;POVOAR
POVOAÇÃO;GRUPO
POVOADO;GRUPO
PRAGUEJAR;XINGAR
PRANTEAR;PRANTO
PRÁTICA;PROFISSIONAL
PRATICA;PRATICAR
PRATICADA;PRATICADO
PRATICANDO;PRATICAR
PRATICÁVEL;CAPACIDADE
PRAZENTEIRO;CONTENTE
PRÉ;ANTES
PRECAUÇÃO;CUIDAR
PRECAVER;PREVENIR
PRECAVIDO;CUIDAR
PRECEDENTE;PRECEDER
PRECEITO;REGRA
